record_id,date_and_time,notificationtype,notification_title,email_body,timestamp
3434,2013-08-08T08:00:00.000,zINAC * Environmental,CSO Advisory - (Citywide),"Previous 24-hour rainfall (inches) at NOAA rain gauges as of 8/08/2013 7:00AM:  JFK Airport:    0.43LaGuardia Airport: 0.16     Central Park:   0.18  List of Advisories  BERGEN BASIN: CSO Advisory until 8/09/2013 7:00 AMGOWANUS CANAL: CSO Advisory until 8/08/2013 4:00 PMNEWTOWN CREEK: CSO Advisory until 8/08/2013 4:00 PMPAERDEGAT BASIN: CSO Advisory until 8/09/2013 7:00 PMTHURSTON BASIN: CSO Advisory until 8/09/2013 7:00 AM    During and following rainfall, it is possible that combined sewer overflows containing untreated wastewater have occurred in New York City waterbodies. For more information on current CSO Waterbody Advisories, call 311 or visit http://on.nyc.gov/KqDMi2",2013-08-08 08:00:00
3433,2013-08-07T23:00:00.000,Missing Person,Silver Alert - Reina Diaz Perez-Delciano F/H/68 (CW),"Silver Alert issued 8/7/13 at 11:00 PM. NYPD has issued a Silver Alert for the disappearance of Reina Diaz Perez-Delciano, female, Hispanic, 68 years old, from Ft. Washington Ave and West 164th St in Manhattan. Ms. Perez-Delciano is described as 5'1' tall, 175 lbs., with a medium build, wearing a black blouse, pink pants, black flip-flops, and a black hair band. She suffers from severe dementia and has no identification or cellphone. A photo is attached; if you see Ms. Perez-Delciano, please call 9-1-1.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=8c092f83-c4b5-4643-9b64-dc670fcf1c6f",2013-08-07 23:00:00
3432,2013-08-07T18:00:00.000,Emergency Activity,Movie Filming w/ Simulated Explosions - 8/8/13 (QN),"Notification issued 8/7/13 at 6:00 PM. On Thursday, August 8, the filming of a movie will simulate low-level explosions near 2nd St and Borden Ave, Queens. The stunt will happen several times between 10 AM-12 PM and 2 PM-5 PM. FDNY will be on site.",2013-08-07 18:00:00
3431,2013-08-07T06:20:00.000,Missing Person,Silver Alert - Ivan Shockness M/B/76 (CW),"Silver Alert issued 8/7/13 at 6:20 AM. The NYPD has issued a Silver Alert for Ivan Shockness, male, black, 76 years old. Mr. Shockness was last seen in the area of 8th Avenue and 115th Street in Manhattan at approximately 3:30 PM yesterday, on 8/6/13. Mr. Shockness suffers from dementia and takes medication for diabetes and high blood pressure. He is described as 5'7' tall, 180 lbs, with brown eyes and salt & pepper hair. He was last seen wearing brown pants and a green t-shirt. If this person is seen, please call 9-1-1.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=f80633a6-da79-4854-8a65-82921670aca9",2013-08-07 06:20:00
3430,2013-08-06T15:55:00.000,Missing Person,Missing Senior  - Julius Morales,"Notification issued on 08/06/13 at 4:30 PM the NYPD has issued a Missing Senior Notification for Julius Morales, age 74. The individual was last seen in the vicinity of Mermaid Ave and W. 36th St in Brooklyn on 8/5/13 at 8 PM wearing a striped shirt, blue jeans and white sneakers. The person is 5 feet 5 inches and 200 lbs. with white hair and mustache and brown eyes. He is reported to suffer from dementia. If this person is seen please contact 1-800-577-TIPS (8477)",2013-08-06 15:55:00
3429,2013-08-06T04:05:00.000,Transportation,Road Reopened - Westbound Staten Island Expressway (SI),"Notification issued 8/6/13 at 4:05 AM. Following a previous closure, the westbound Staten Island Expressway has reopened near the West Shore Expressway in Staten Island. Expect residual delays in the area.",2013-08-06 04:05:00
3428,2013-08-06T02:15:00.000,Transportation,Road Closure - Westbound Staten Island Expressway (SI),Notification issued 8/6/13 at 2:15 AM. The westbound Staten Island Expressway is currently closed at Exit 5 near the West Shore Expressway due to a motor vehicle accident. Expect traffic delays and detours in the area. Consider alternate routes.,2013-08-06 02:15:00
3427,2013-08-05T10:00:00.000,Public Health,West Nile Virus Spraying - 8/5/13 to 8/6/13 (QN),"Notification issued 8/5/13 at 10:00 AM. To reduce mosquito activity and the risk of West Nile virus, the Department of Health and Mental Hygiene (DOHMH) will spray pesticide from trucks in parts of Queens between 8:15 PM tonight, 8/5/13 and 6:00 AM the following morning, weather permitting. In case of inclement weather, application will be delayed until tomorrow, 8/6/13 during the same hours. Spray areas will include parts of Auburndale, College Point, Flushing, Linden Hills, Malba, Murray Hills and Whitestone. For sprayings, DOHMH will use a very low concentration of a synthetic pesticide, which when properly used, poses no significant risks to human health; however, DOHMH recommends minimizing direct exposure, especially for people with asthma or other respiratory conditions. For more information and maps of spray areas, please see the attached document or visit http://www.nyc.gov/html/doh/html/environmental/wnv-spray.shtml",2013-08-05 10:00:00
3426,2013-08-04T17:05:00.000,Missing Person,Silver Alert - Betty Kitt F/B/67 (CW),"Silver Alert issued 8/4/13 at 5:05 PM. The NYPD has issued a Silver Alert for Betty Kitt, female, black, 67 years old. Ms. Kitt was last seen in the area of East 122nd Street and Lexington Avenue in Manhattan at approximately 10:00 AM on 8/2/13. Ms. Kitt is described as being 5'2' tall, 140 lbs., with gray hair, brown eyes, wearing a red shirt and blue jeans. Ms. Kitt suffers from diabetes. If this person is seen, please call 9-1-1.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=40fd565a-1f59-492c-bada-45867c3ad419",2013-08-04 17:05:00
3425,2013-08-03T16:00:00.000,Transportation,Planned Closures of the MN-Bound BK Bridge (CW),"Notification issued 8/3/13 at 4:00 PM. As part of the ongoing New York City Department of Transportation (DOT) project to rehabilitate the Brooklyn Bridge, a full closure of the Manhattan-bound lanes of the bridge will be required this weekend, from 12:01 AM Sunday, 8/4 until 5:00 AM Monday, 8/5, and next weekend, from 12:01 AM Sunday, 8/11 until 5:00 AM Monday, 8/12. During each 29-hour closure, all Manhattan-bound traffic will be redirected to alternate crossings, including the Manhattan Bridge, Williamsburg Bridge and the Brooklyn-Battery Tunnel, an MTA-tolled facility. For more information, please visit http://www.nyc.gov/dot.",2013-08-03 16:00:00
3423,2013-08-02T16:00:00.000,Emergency Activity,Fireworks Display at St. George Promenade - 8/3/13 (SI),"Notification issued 8/2/13 at 4:00 PM. There will be a fireworks display at 9:00 PM tomorrow evening, Saturday, 8/3/13 at the St. George Promenade in Staten Island. In case of inclement weather, the rain date will be 8/4/13.",2013-08-02 16:00:00
3422,2013-08-02T08:00:00.000,zINAC * Environmental,CSO Advisory - (Citywide),"Previous 24-hour rainfall (inches) at NOAA rain gauges as of 8/02/2013 7:00AM: JFK Airport: 0.65 LaGuardia Airport: 0.5 Central Park: 0.65   List of Advisories: BERGEN BASIN: CSO Advisory until 8/02/2013 10:00PM FLUSHING CREEK: CSO Advisory until 8/02/2013 12:00PM GOWANUS CANAL: CSO Advisory until 8/03/2013 10:00PM NEWTOWN CREEK: CSO Advisory until 8/03/2013 12:00AM PAERDEGAT BASIN: CSO Advisory until 8/03/2013 10:00AM THURSTON BASIN: CSO Advisory until 8/02/2013 10:00PM WESTCHESTER CREEK: CSO Advisory until 8/02/2013 12:00PM   During and following rainfall, it is possible that combined sewer overflows containing untreated wastewater have occurred in New York City waterbodies. For more information on current CSO Waterbody Advisories, call 311 or visit http://on.nyc.gov/KqDMi2.",2013-08-02 08:00:00
3424,2013-08-02T08:00:00.000,zINAC * Environmental,CSO Advisory - (Citywide),"Previous 24-hour rainfall (inches) at NOAA rain gauges as of 8/03/2013 7:00AM: JFK Airport: 0 LaGuardia Airport: 0 Central Park: 0   List of Advisories: GOWANUS CANAL: CSO Advisory until 8/03/2013 10:00PM PAERDEGAT BASIN: CSO Advisory until 8/03/2013 10:00AM   During and following rainfall, it is possible that combined sewer overflows containing untreated wastewater have occurred in New York City waterbodies. For more information on current CSO Waterbody Advisories, call 311 or visit http://on.nyc.gov/KqDMi2.",2013-08-02 08:00:00
3421,2013-07-31T16:15:00.000,Transportation,Lincoln Tunnel Reopened (MN),"Notification issued 7/31/13 at 4:15 PM. Following a prior closure, all NJ-bound lanes of the Lincoln Tunnel have been reopened. Expect residual delays.",2013-07-31 16:15:00
3420,2013-07-31T15:15:00.000,Transportation,Lincoln Tunnel Closure (MN),"Notification issued 7/31/13 at 3:15 PM. Due to a debris spill on Route 495 in NJ, all NJ-bound lanes of the Lincoln Tunnel are temporarily closed. Expect extensive delays and consider alternate routes.",2013-07-31 15:15:00
3419,2013-07-30T16:45:00.000,Transportation,Road Reopened - W/B LIE (QN),"Notification issued 7/30/13 at 4:45 PM. Following a prior closure, the westbound Long Island Expressway is reopened at the Springfield Blvd Overpass in Queens. Expect residual delays.",2013-07-30 16:45:00
3418,2013-07-30T15:55:00.000,Transportation,Road Closure due to Overpass Damage - W/B LIE (QN),"Notification issued 7/30/13 at 3:55 PM. Due to roadway damage, the westbound Long Island Expressway is closed at the Springfield Blvd Overpass in Queens. Expect extensive delays and consider alternate routes.",2013-07-30 15:55:00
3417,2013-07-30T15:00:00.000,Transportation,Roosevelt Island Bridge Testing (MN),"Notification issued 7/30/13 at 3:00 PM. The New York City Department of Transportation will resume testing the Roosevelt Island Bridge beginning on Wednesday, July 31st through Thursday, August 1st, between 9:00 AM until 2:00 PM. As during previous testing periods, the bridge will be closed to all traffic for 8-15 minute intervals. Traffic in the queue must dissipate before another 15 minute closure occurs. During this testing NYPD, FDNY and EMS units will be available to Roosevelt Island residents and visitors by dialing 911. We apologize for any inconvenience created by this testing schedule.  For more information, visit http://rioc.ny.gov/",2013-07-30 15:00:00
3415,2013-07-29T11:10:00.000,zINAC * Drills / Exercises,CERT Exercise - 7/29 (BK),"Notification issued 7/29/13 at 11:10 AM. As part of a Community Emergency Response Team (CERT) training class, there will be a controlled fire outside 165 Cadman Plaza East in Brooklyn tonight from 6:30 PM to 9:00 PM. Expect to see FDNY and NYPD personnel in action. To learn more about CERT, visit http://www.NYC.gov/CERT.",2013-07-29 11:10:00
3416,2013-07-29T11:00:00.000,Public Health,West Nile Virus Spraying - 7/30-7/31 (QN),"Notification issued 7/29/13 at 11:00 AM. To reduce mosquito activity and the risk of West Nile virus, the Department of Health and Mental Hygiene (DOHMH) will spray pesticide from trucks in parts of Queens on Tuesday, 7/30/13 between 8:30 PM and 6:00 AM the following morning, weather permitting. In case of inclement weather, application will be delayed until Wednesday, 7/31/13 during the same hours. Spray areas will include Flushing, Fresh Meadows, Kissena Park, Murray Hill, Pomonok, Queensboro Hill, Maspeth, Middle Village, Rego Park, and Ridgewood. For sprayings, DOHMH will use a very low concentration of a synthetic pesticide, which when properly used, poses no significant risks to human health; however, DOHMH recommends minimizing direct exposure, especially for people with asthma or other respiratory conditions. For more information and maps of spray areas, please see the attached document or visit http://www.nyc.gov/html/doh/html/environmental/wnv-spray.shtml",2013-07-29 11:00:00
3414,2013-07-29T08:00:00.000,zINAC * Environmental,CSO Advisory - (Citywide),"Previous 24-hour rainfall (inches) at NOAA rain gauges as of 7/29/2013 7:00AM:    JFK Airport:    0.07  LaGuardia Airport: 0.13  Central Park:   0.25           List of Advisories    GOWANUS CANAL: CSO Advisory until 7/29/2013 3:00 PM  NEWTOWN CREEK: CSO Advisory until 7/29/2013 1:00 PM  During and following rainfall, it is possible that combined sewer overflows containing untreated wastewater have occurred in New York City waterbodies. For more information on current CSO Waterbody Advisories, call 311 or visit http://on.nyc.gov/KqDMi2",2013-07-29 08:00:00
3413,2013-07-29T04:40:00.000,Missing Person,Missing Senior Notification - Sister Therese McMahon (F/W/74) (BX),"Notification issued 7/29/13 at 4:40 AM. A New York State Division of Criminal Justice Service Missing Vulnerable Adult notification has been issued for the disappearance of Sister Therese McMahon, 74, from Sloatsburg, NY. Sister McMahon is white, stands 5'2' tall, weighs 120 lbs., and has blue eyes and gray hair. She was last seen on 7/28/2013 in a light blue shirt, a dark blue skirt, and red eyeglasses. She was driving a 2005 tan four-door Chevrolet Impala with New York registration PGE-990 and may be traveling to The Bronx from Sloatsburg, NY. A photo of a similar vehicle is attached. Sister McMahon has on-set dementia. If this person is seen, please contact the Ramapo Police Department at (845) 357-2400 or call 911.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=3ce6a873-9501-43c0-a03a-ab1659d3cf70",2013-07-29 04:40:00
3412,2013-07-28T20:30:00.000,Missing Person,Missing Senior Notification - Enninque Padron (M/H/79) QU,"Notification issued 7/28/13 at 8:30 PM. The NYPD has issued a Missing Senior Notification for Enninque Padron a male, Hispanic age 79. He is 6'2' tall, brown eyes and brown hair and was reported missing near 62nd Avenue and Yellowstone Boulevard in Queens. Mr. Padron was last seen wearing a white sweat shirt with gray jogging pants and a white baseball cap. If this person is seen, please contact 1-800-577-TIPS(8477)    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=b83d047e-a910-4339-8112-8e55b27268cd",2013-07-28 20:30:00
3411,2013-07-28T19:00:00.000,Missing Person,Silver Alert - Roosevelt Byas M/B/82 (CW),"Silver Alert issued 7/28/13 at 7:00 PM. The NYPD has issued a Silver Alert for Roosevelt Byas, male, black, 82 years old. Mr. Byas was last seen in the area of 100th Avenue and 201st Street in the Hollis section of Queens at approximately 2:10 PM on 7/28/13. Mr. Byas is described as being 5'4' tall, 160 lbs., with salt and pepper hair, dark skin wearing a gray suit, white dress shirt, brown tie, and black loafers. Mr. Byas suffers from Alzheimer's. If this person is seen, please call 9-1-1.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=c9ca9938-d87a-44eb-9767-8fa177e8231d",2013-07-28 19:00:00
3410,2013-07-25T11:29:00.000,Missing Person,Missing Senior Notification - Celso Heredia M/H/81 (BK),"Notification issued 7/25/13 at 11:28 AM. The NYPD has issued a Missing Senior Notification for Celso Heredia, male Hispanic, 81 years old. Mr. Heredia was last seen at Long Island College Hospital in Brooklyn at 3:45PM on 7/24/13 wearing a blue plaid shirt, blue jeans, and a baseball cap. If this person is seen, please contact 1-800-577-TIPS(8477)",2013-07-25 11:29:00
3409,2013-07-24T08:00:00.000,zINAC * Environmental,CSO Advisory - (Citywide),"Previous 24-hour rainfall (inches) at NOAA rain gauges as of 7/24/2013 7:00AM: JFK Airport: 0 LaGuardia Airport: 0Central Park: 0     List of Advisories:  PAERDEGAT BASIN: CSO Advisory until 7/24/2013 6:00 PM  During and following rainfall, it is possible that combined sewer overflows containing untreated wastewater have occurred in New York City waterbodies. For more information on current CSO Waterbody Advisories, call 311 or visit http://on.nyc.gov/KqDMi2",2013-07-24 08:00:00
3408,2013-07-23T18:00:00.000,Public Health,West Nile Virus Mosquito Adulticiding,"Notification issued 7/23/13 at 6:00 PM. The NYC Department of Health will be conducting aerial spraying for mosquitoes to help prevent West Nile Virus between 8:30 PM and 6:00 AM on Wednesday, July 24th weather permitting, with an alternate spray date Thursday, July 25th in the marshlands near the following Queens zip codes 11361, 11362, 11363, 11364, 11426, 11427, 11004, 11005. Go to http://www.nyc.gov/health or call 311 for details.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=8fc52f97-e0d0-42d4-9a23-9803233c2bb9",2013-07-23 18:00:00
3407,2013-07-23T17:45:00.000,zINAC * Drills / Exercises,CERT Fire Exercise - 7/23 (BK),"Notification issued 7/23/13 at 5:45 PM. As part of a CERT training class, there will be a fire exercise outside 165 Cadman Plaza East tonight from 6:30 PM to 8:30 PM in Brooklyn. Expect to see FDNY and NYPD personnel in action. To learn more about CERT visit http://www.NYC.gov/CERT.",2013-07-23 17:45:00
3406,2013-07-23T08:00:00.000,zINAC * Environmental,CSO Advisory - (Citywide),"Previous 24-hour rainfall (inches) at NOAA rain gauges as of 7/23/2013 7:00AM:    JFK Airport:    0.48  LaGuardia Airport: 0.58   Central Park:   0.37               List of Advisories    BERGEN BASIN: CSO Advisory until 7/24/2013 6:00 AM                    FLUSHING CREEK: CSO Advisory until 7/23/2013 6:00 PM    GOWANUS CANAL: CSO Advisory until 7/23/2013 6:00 PM        NEWTOWN CREEK: CSO Advisory until 7/24/2013 6:00 AM    PAERDEGAT BASIN: CSO Advisory until 7/24/2013 6:00 PM    THURSTON BASIN: CSO Advisory until 7/24/2013 6:00 AM    WESTCHESTER CREEK: CSO Advisory until 7/23/2013 6:00 PM    During and following rainfall, it is possible that combined sewer overflows containing untreated wastewater have occurred in New York City waterbodies. For more information on current CSO Waterbody Advisories, call 311 or visit http://on.nyc.gov/KqDMi2.",2013-07-23 08:00:00
3405,2013-07-22T16:16:00.000,zINAC * Fire,Three Alarm Fire - W 139th St & Hamilton Ave (MN),Notification issued 7/22/13 at 4:16 PM. Emergency personnel are on the scene of a three alarm fire at West 139th Street and Hamilton Avenue in Manhattan. Expect traffic delays in the area.,2013-07-22 16:16:00
3404,2013-07-22T08:00:00.000,Transportation,Road Reopened - N/B Bruckner Expressway at Whittier Street (BX),Notification issued 7/22/13 at 8:00 AM. All northbound lanes of the Bruckner Expressway have now reopened near Whittier Street in The Bronx. Expect residual delays in the area.,2013-07-22 08:00:00
3403,2013-07-22T04:50:00.000,Local Mass Transit,Metro-North Hudson Line Restoration - Monday Service Plans (CW),"Notification issued 7/22/13 at 4:50 AM. Following an earlier incident, Metro-North service on the Hudson Line is now running in both directions, with scattered delays of up to 15 minutes, until 10:00 PM. After 10:00 PM, bus service will connect customers to shuttle train service. Please listen for announcements at your station, check news media, and see http://new.mta.info/mnr for updates.",2013-07-22 04:50:00
3401,2013-07-21T19:25:00.000,Missing Person,Silver Alert - Jean-Amile Chery M/B/80 (CW),"Silver Alert issued 7/21/13 at 7:25 PM. The NYPD has issued a Silver Alert for Jean-Amile Chery, male, black, 80 years old. Mr. Chery was last seen entering Newark Penn Station in New Jersey heading toward Queens at 3:00 PM on 7/19/2013. Mr. Chery resides in the area of 223rd Street and 112th Ave in Queens Village. Mr. Chery is described as 5'4' tall, weighing 150 pounds, wearing a red, blue, and yellow polo with blue shorts and carrying a black bag. Mr. Chery suffers from diabetes. If seen, please call 9-1-1.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=92d8d2d9-b203-4254-b821-0614a7c55a20",2013-07-21 19:25:00
3402,2013-07-21T04:05:00.000,Transportation,Road Closure - N/B Bruckner Expressway at Whittier Street (BX),"Notification issued 7/22/13 at 4:05 AM. Due to an overturned tractor trailer, all northbound lanes of the Bruckner Expressway are closed near Whittier Street in The Bronx. Expect extensive delays in the area and consider alternate routes.",2013-07-21 04:05:00
3400,2013-07-21T03:36:00.000,Local Mass Transit,Subway Restoration - 1 Train (MN/BX),"Notification issued 7/21/13 at 3:36 AM. Following an earlier incident, 1 train service has been restored. Please expect delays: http://new.mta.info/",2013-07-21 03:36:00
3399,2013-07-21T02:56:00.000,Local Mass Transit,Subway Disruption - 1 Train (MN/BX),"Notification issued 7/21/13 at 2:56 AM. Due to debris on tracks, there is no 1 train service in both directions between 168th Street and 242nd Street. Please use alternate routes: http://new.mta.info/",2013-07-21 02:56:00
3398,2013-07-20T18:40:00.000,Utility,LIPA Power Outage - Far Rockaway (QN),"Notification issued on 7/20/13 at 6:40 PM. LIPA is responding to a power outage in the Far Rockaway section of Queens, including ZIP codes 11693 and 11694. To report a loss of electric service, contact LIPA by phone at 800-490-0075 or online at http://www.lipower.org/stormcenter/report.html.",2013-07-20 18:40:00
3397,2013-07-20T15:30:00.000,Utility,Power Outage - Glen Oaks (QN),"Notification issued 7/20/13 at 3:30 PM. Con Edison is responding to a power outage in the vicinity of Glen Oaks, Queens, including sections of ZIP codes 11426, 11040, 11362, 11005, 11004, and 11001. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",2013-07-20 15:30:00
3396,2013-07-19T21:50:00.000,Utility,Power Outage (BX),"Notification issued 7/19/13 at 9:50 PM. Con Edison is responding to a power outage in the northeast section of The Bronx. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",2013-07-19 21:50:00
3395,2013-07-19T15:00:00.000,Transportation,Planned Closure of the MN-Bound BK Bridge: 7/19/13 to 7/22/13 (CW),"Notification issued 7/19/13 at 3:00 PM. As part of the New York City Department of Transportation (DOT) project to rehabilitate the Brooklyn Bridge ramps and approaches, a full weekend closure of the Manhattan-bound lanes of the bridge will be required this weekend, from 11:59 PM tonight, 7/19, until 6:00 AM Monday, 7/22. During this 54-hour closure, all Manhattan-bound traffic will be redirected to alternate crossings, including the Manhattan Bridge, Williamsburg Bridge and the Brooklyn-Battery Tunnel, an MTA-tolled facility. For more information please visit http://www.nyc.gov/dot or see the attached DOT notice.    The sender included the following attachment:   https://phx-attachments.sendwordnow.com/Attachments.aspx?token=764d8f4f-8f27-419c-8828-3f5e2b3740ec",2013-07-19 15:00:00
3394,2013-07-19T12:38:00.000,Utility,Power Outage - Tottenville (SI),"Notification issued 7/19/13 at 12:38 PM. Con Edison is responding to a power outage in the Tottenville section of Staten Island. To report a loss of electric service, contact Con Edison at 1-800-75-CONED (26633) or online at http://www.coned.com.",2013-07-19 12:38:00
3393,2013-07-19T10:00:00.000,Public Health,Air Quality Health Advisory (CW),"Notification issued on 7/19/13 at 10:00 AM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City until 11:00 PM tonight. Active children, adults, and people with lung disease, such as asthma, should reduce prolonged or heavy exertion outdoors. For cooling center locations & hours or for more information on avoiding heat illness, please visit http://www.nyc.gov/oem or call 311. For the latest weather information, visit http://www.weather.gov/nyc. For more air quality information visit http://www.dec.ny.gov/",2013-07-19 10:00:00
3392,2013-07-19T06:00:00.000,Local Mass Transit,Metro-North Hudson Line Suspended - Morning AM Service Plans,,2013-07-19 06:00:00
3391,2013-07-19T02:30:00.000,Local Mass Transit,Metro-North Hudson Line Suspended - Morning AM Service Plans,"Notification issued 7/19/13 at 2:30 AM. Per MTA, Metro-North Hudson Line Service will remain suspended until further notice due to a freight train derailment in the vicinity of Spuyten Duyvil station.     For the remainder of the evening, bus service will operate between Marble Hill and Ludlow Stations, where customers will be able to connect with shuttle train service.    For Friday morning peak service, customers are urged to make alternate service plans.  Please listen for announcements at your station and continue to check news media and http://new.mta.info/mnr for updates.",2013-07-19 02:30:00
3390,2013-07-18T20:35:00.000,Public Health,DOHMH Heat Warning & Request for New Yorkers to Assist (CW),"Alert issued 7/18/13 at 8:35 PM. Due to this week's dangerous and continuing heat wave, the Health Department is asking New Yorkers to assist persons at risk for the effects of heat illness. These risks increase with each passing day and the intensifying heat. City agencies and nonprofit service providers are visiting the homes of vulnerable persons, and the Health Department is asking New Yorkers to assist this effort by checking on vulnerable relatives, friends, and neighbors, and to get them into a cool place or to medical attention if they are showing signs of heat illness. Signs include hot, dry skin OR cold, clammy skin; confusion or disorientation; nausea and vomiting; trouble breathing; rapid heartbeat; weakness and dizziness. For more information, please see the attached press release.    The sender included the following attachment:  https://phx-attachments.sendwordnow.com/Attachments.aspx?token=1c989b7d-d355-4682-90f0-63438bf48b6e",2013-07-18 20:35:00
3389,2013-07-18T20:05:00.000,Utility,Power Outage (SI),"Notification issued on 7/18/13 at 8:05 PM. Con Edison is responding to a power outage in Staten Island ZIP codes 10307, 10309, and 10312. To report a loss of electric service, contact Con Edison at 1-800-75-CONED(26633) or online at http://www.coned.com.",2013-07-18 20:05:00
3388,2013-07-18T13:00:00.000,Weather,NYC Cooling Centers (CW),"Notification issued on 7/18/13 at 1:00 PM. Due to continued high temperatures and heat indices, New York City cooling centers will remain open through Sunday, 7/21. For cooling center locations & hours or for more information on avoiding heat illness, please visit http://www.nyc.gov/oem or call 311. For the latest weather information, visit http://www.weather.gov/nyc.",2013-07-18 13:00:00
3387,2013-07-18T10:34:00.000,Public Health,Air Quality Health Advisory (CW),"Notification issued on 7/18/13 at 10:34 AM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City until 11:00 PM. Active children, adults, and people with lung disease, such as asthma, should reduce prolonged or heavy exerction outdoors. For more information visit http://www.dec.ny.gov/",2013-07-18 10:34:00
3386,2013-07-18T05:50:00.000,zINAC * Fire,Three Alarm Fire - South 3rd Street & Driggs Avenue (BK),Notification issued 7/18/13 at 5:50 AM. Emergency personnel are on the scene of a three alarm fire on South 3rd Street near Driggs Avenue in Brooklyn. Expect smoke and traffic delays in the area.,2013-07-18 05:50:00
3385,2013-07-17T20:20:00.000,Local Mass Transit,"LIRR Service Restoration (MN, QN)","Notification issued 7/17/13 at 8:20 PM. Following a prior suspension, westbound LIRR service has been restored between Penn Station, Manhattan and Jamaica, Queens. Expect residual delays and visit http://new.mta.info/lirr for updates.",2013-07-17 20:20:00
3384,2013-07-17T17:00:00.000,Local Mass Transit,"LIRR Service Suspension (MN, QN)","Notification issued 7/17/13 at 5:00 PM. Due to a track condition, westbound LIRR service has been suspended between Penn Station, Manhattan and Jamaica, Queens. Expect extensive delays and visit http://new.mta.info/lirr for updates.",2013-07-17 17:00:00
3383,2013-07-17T16:40:00.000,zINAC * Drills / Exercises,CERT Fire Exercise - 7/17 (BK),"Notification issued 7/17/13 at 4:40 PM. As part of a CERT training class, there will be a fire exercise outside 165 Cadman Plaza East tonight from 6:30 PM to 8:30 PM in Brooklyn. Expect to see FDNY and NYPD personnel in action. To learn more about CERT visit http://www.NYC.gov/CERT.",2013-07-17 16:40:00
3382,2013-07-17T15:30:00.000,Missing Person,AMBER Alert Cancelation - Mario Danner (CW),Alert Issued 7/17/13 at 3:30 PM. The New York State Police have cancelled the AMBER Alert for Mario Danner.,2013-07-17 15:30:00
3381,2013-07-17T11:07:00.000,Public Health,Air Quality Health Advisory for New York City,"Notification issued on 7/17/13 at 11:07 AM. The New York State Department of Environmental Conservation has issued an Air Quality Health Advisory for New York City until 11:00 PM. Active children, adults, and people with lung disease, such as asthma, should reduce prolonged or heavy exerction outdoors. For more information visit http://www.dec.ny.gov/",2013-07-17 11:07:00
3379,2013-07-17T04:15:00.000,Missing Person,AMBER Alert Update - Mario Danner (M/H/7 months),"Alert issued 7/17/13 at 4:15 AM. Update regarding earlier AMBER Alert issued for confirmed abducted child, Mario Danner (male, Hispanic, 7 months old). Suspect Marina Lopez, a Hispanic female approximately 25 years old with brown hair and brown eyes standing 5'6' tall and weighing 130 pounds, may be driving a tan, four-door, 1995 Lexus ES300 with New York license plate GEX1377. The suspect was last seen wearing a pink t-shirt and floral print shorts traveling on foot, possibly toward Shore Front Parkway in Rockaway, NY. Anyone with any information on this abduction is asked to call the New York City Police Department at (866) NYS-AMBER or dial 911 to provide information on a report or sighting. For updated information, visit http://amber.ny.gov.",2013-07-17 04:15:00
3378,2013-07-17T03:30:00.000,zINAC * Fire,Three Alarm Fire - Commonwealth Ave. & Mansion St. (BX),Notification issued 7/17/13 at 3:30 AM. Emergency personnel are on the scene of a three alarm fire on Commonwealth Avenue near Mansion Street in The Bronx. Expect smoke and traffic delays in the area.,2013-07-17 03:30:00
3377,2013-07-17T00:05:00.000,Missing Person,Missing Senior Notification - Annette Bronson F/W/83 (BK),"Notification issued 7/17/13 at 12:05 AM. NYPD has issued a Missing Senior Notification for Annette Bronson, female, white, 83 years old, from West 5th St and West Avenue in Brooklyn. Ms. Bronson is described as 5'5' tall, 125 lbs., with grey hair, wearing a red plaid shirt and blue jeans, in good mental and physical condition. Ms. Bronson was last seen leaving her residence at 9:00 AM on 7/13/13. A photo is attached. If you see Ms. Bronson, please call 1-800-577-TIPS (8477) or visit http://WWW.NYPDCRIMESTOPPERS.COM.",2013-07-17 00:05:00
